horse_name,program,pp,race,dt_s,dt_wp,dt_pp,dt_sp,dt_ip,dt_rp,dh_s,dh_wp,dh_pp,dh_sp,dh_ip,dh_rp,th_s,th_wp,th_pp,th_sp,th_ip,th_rp,sc_avgcr,sc_avgsr,sc_hisr,pc_sty_q1,pc_sty_q2,pc_sty_q3,pc_sty_fn,pc_sty_r,pc_fig_q1,pc_fig_q2,pc_fig_q3,pc_fig_q4,pc_fig_cp,pc_fig_r,tr_hs_brk,tr_hs_pkal,tr_hs_pkq1,tr_hs_pkq2,tr_hs_pkq3,cpr_speed,cpr_class,cpr_pace,cpr_eps,cpr_prepow,cpr_drvhrs,cpr_winst,cpr_off,cpr_fitnes,cpr_drv_wp,cpr_pp_rp,cpr_drv_rp,cpr_drp_rp,cpr_break,cpr_pace_l,cpr_trn_wp,cpr_trn_rp,rca91_al_s,rca91_al_1,rca91_al_2,rca91_al_3,rca91_of_s,rca91_of_1,rca91_of_2,rca91_of_3,rcaty_s,rcaty_1,rcaty_2,rcaty_3,rcaly_s,rcaly_1,rcaly_2,rcaly_3,rct91_al_s,rct91_al_1,rct91_al_2,rct91_al_3,rct91_of_s,rct91_of_1,rct91_of_2,rct91_of_3,rctty_s,rctty_1,rctty_2,rctty_3,rctly_s,rctly_1,rctly_2,rctly_3,era91al_s,era91al_wp,era91al_pp,era91al_sp,era91al_ip,era91al_rp,era91al_pd,era91al_sd,era91of_s,era91of_wp,era91of_pp,era91of_sp,era91of_ip,era91of_rp,era91of_pd,era91of_sd,eratyal_s,eratyal_wp,eratyal_pp,eratyal_sp,eratyal_ip,eratyal_rp,eratyal_pd,eratyal_sd,eralyal_s,eralyal_wp,eralyal_pp,eralyal_sp,eralyal_ip,eralyal_rp,eralyal_pd,eralyal_sd,era06al_s,era06al_wp,era06al_pp,era06al_sp,era06al_ip,era06al_rp,era06al_pd,era_apv,ert91al_s,ert91al_wp,ert91al_pp,ert91al_sp,ert91al_ip,ert91al_rp,ert91al_pd,ert91al_sd,ert91of_s,ert91of_wp,ert91of_pp,ert91of_sp,ert91of_ip,ert91of_rp,ert91of_pd,ert91of_sd,erttyal_s,erttyal_wp,erttyal_pp,erttyal_sp,erttyal_ip,erttyal_rp,erttyal_pd,erttyal_sd,ertlyal_s,ertlyal_wp,ertlyal_pp,ertlyal_sp,ertlyal_ip,ertlyal_rp,ertlyal_pd,ertlyal_sd,ert06al_s,ert06al_wp,ert06al_pp,ert06al_sp,ert06al_ip,ert06al_rp,ert06al_pd,btty_time,btty_trk,btty_size,btty_age,btty_race,btly_time,btly_trk,btly_size,btly_age,btly_race,bt91_time,bt91_trk,bt91_size,bt91_age,bt91_race,bttt_time,bttt_trk,bttt_size,bttt_age,bttt_race,cl_date,cl_recent,cl_clmpric,cl_clmfrom,cl_1offclw,cl_1offcls,cl_2offclw,cl_2offcls,cl_14_lo_w,cl_14_lo_s,cl_31_lo_w,cl_31_lo_s,me_lasixto,me_buteto,me_hopfree,morn_odds,power_symb,saddleclth,age,sex,color,power,breed_name,breed_locn,owner_name,owner_locn,claimprice,rank_power,rank_speed,rank_class,rank_pace,mudmark,daysago,era91na_pd,lastxraces,eralxal_pd,regno,btty_tmc,btly_tmc,bt91_tmc,bttt_tmc,horseratin,trainer,driver,sire,dam,ppdata,CPR_Composite,CPR_Color,CPR_Rank,CPR_Prob,Fair_Prob,Fair_Odds_Dec,Fair_Odds_Frac,ML_Prob,Overlay_Diff,Value_Flag,CPR_Delta,Tier,Chaos_Index,Chaos_Label
ROCK ON LINE,9,9,2,88,15,11,17,43,3,21,10,10,10,30,-48,22,9,9,14,32,-50,78,75,78,10.0,9.6,8.9,4.9,10,66,85,77,73,74,5,0,19,0,18,39,75.0,78.0,67.6,82.6,80.0,67.1,73.0,76.4,50.9,67.1,82.1,62.6,0.0,80.5,73.0,67.1,65.7,286,44,39,32,47,10,4,6,18,2,1,2,34,4,10,6,74,10,15,11,10,2,1,1,18,2,1,2,33,4,10,6,286,15,14,11,40,11,416737,1457,47,21,9,13,43,52,78608,1673,18,11,6,11,28,-40,20642,1147,34,12,29,18,59,13,57675,1696,6,17,0,33,50,27,8280,1.0,74,14,20,15,49,13,119107,1610,10,20,10,10,40,48,17880,1788,18,11,6,11,28,-40,20642,1147,33,12,30,18,60,16,57300,1736,6,17,0,33,50,27,8280,1:53.0,M,1,11,,1:51.4,M,1,10,,1:50.2,SCD,5/8,4,,1:51.4,M,1.0,10,,20210726,,25.0,"Hernandez,Williams",1,13,0,13,1,7,1,4,L,,,6/1,,Purple,11,h,b,75.1,"Shelby Novick,FL",IN,"Anthony John Verruso,Whitestone,NY",,0,2,6,3,6,,6,416738,5,7820,9M6293,113.0,111.4,110.2,111.4,74.67,,,,,,64.6,🔴,4,0.1001,0.1001,9.99,9/1,0.14285714285714285,-0.043,,4.5,B,2.41,Low
SCOTT ONTHE ROCKS,10,10,2,0,0,0,0,0,-999,0,0,0,0,0,-999,0,0,0,0,0,-999,82,83,84,6.7,5.0,4.6,4.4,5,85,82,89,78,83,2,0,16,8,25,17,83.0,82.0,71.6,80.2,80.0,40.2,70.2,76.4,50.9,73.0,59.3,42.3,92.2,80.5,78.0,37.0,0.0,115,15,18,16,20,0,6,2,2,0,0,0,28,3,5,5,13,1,2,1,3,0,0,0,2,0,0,0,3,0,0,0,115,13,16,14,43,-6,139717,1215,20,0,30,10,40,-100,16198,810,2,0,0,0,0,-100,1469,735,28,11,18,18,46,-39,24002,857,6,17,17,17,51,-71,7263,0.7,13,8,15,8,31,3,17313,1332,3,0,0,0,0,-100,469,156,2,0,0,0,0,-100,1469,735,3,0,0,0,0,-100,1469,490,6,0,0,0,0,-100,2938,,,,0,,1:55.4,FHLD,1/2,6,,1:51.0,TGDN,5/8,5,,1:51.6,M,1.0,4,,0,,0.0,,0,0,0,0,0,1,0,0,L,,,6/1,L,Blue-Red,7,g,b,72.7,"Lawrence S Smith Estate,PA",PA,"Doreen Ann Withrow,Manalapan,NJ;Cerina M Caldwell,Manalapan,NJ",,0,6,1,1,1,D,299,139717,5,5888,4S0539,999.0,115.4,111.0,111.6,79.04,,,,,,61.1,🔴,10,0.0946,0.0946,10.57,9.57/1,0.14285714285714285,-0.048,,8.0,B,2.41,Low
C KAN TROT,1,1,3,66,27,18,18,63,-9,6,17,17,0,34,-72,14,29,7,0,36,-36,78,71,75,2.2,2.5,3.0,5.6,10,83,74,74,51,70,5,0,4,11,2,0,71.0,78.0,71.5,82.2,80.0,79.5,79.2,97.1,49.1,78.4,81.2,68.8,45.8,80.0,51.0,70.2,69.9,53,11,9,2,6,2,3,0,31,9,4,1,16,2,3,1,11,4,1,0,0,0,0,0,11,4,1,0,0,0,0,0,53,21,17,4,42,-41,74739,1410,6,33,50,0,83,-27,14280,2380,31,29,13,3,45,-25,45850,1479,16,13,19,6,38,-49,20301,1269,6,0,0,0,0,-100,970,0.9,11,36,9,0,45,-19,21725,1975,0,0,0,0,0,-999,0,0,11,36,9,0,45,-19,21725,1975,0,0,0,0,0,-999,0,0,6,33,0,0,33,-47,9146,1:55.4,M,1,4,,1:58.0,GRVR,5/8,3,,1:55.4,M,1,4,,1:55.4,M,1.0,4,,0,,0.0,,0,0,0,0,2,7,0,0,L,,,4/1,L,Red,4,m,br,73.8,"Agri Lea Farms LTD & Mike T Petrik,ON, CA",ON,"James B Slendorn,Howell,NJ;Christopher J Height,Brielle,NJ",,0,2,3,1,5,,21,74738,5,970,4WM792,115.4,118.0,115.4,115.4,69.36,,,,,,64.2,🔴,2,0.1042,0.1042,9.6,8.6/1,0.2,-0.096,,4.6,B,2.99,Low
CHASING CRYSTALS,2,2,3,149,3,7,20,30,-63,17,0,6,18,24,-100,24,0,13,13,26,-100,77,76,81,3.8,4.1,4.7,5.5,10,75,79,71,79,76,5,0,2,0,2,4,76.0,77.0,69.9,87.7,80.0,49.6,52.5,40.2,41.6,49.9,88.9,25.5,0.0,80.0,79.0,49.9,49.2,45,2,6,3,6,0,0,1,22,0,3,2,13,1,1,1,5,0,0,1,1,0,0,0,2,0,0,1,3,0,0,0,45,4,13,7,24,-58,94905,2109,6,0,0,17,17,-100,3835,639,22,0,14,9,23,-100,23405,1064,13,8,8,8,23,-84,23680,1822,6,0,0,0,0,-100,1550,2.0,5,0,0,20,20,-100,3570,714,1,0,0,0,0,-100,435,435,2,0,0,50,50,-100,2265,1133,3,0,0,0,0,-100,1305,435,5,0,0,20,20,-100,3570,,,,0,,1:56.6,PRC,5/8,3,,1:56.6,PRC,5/8,3,,,,,0,,0,,0.0,,0,0,0,0,0,7,0,0,L,,H,8/1,,Blue,4,g,b,73.2,"Raymond W J Campbell Jr,MA",MA,"Raymond W J Campbell Jr,Belchertown,MA",,0,3,1,2,1,D,117,94905,5,950,6W4540,999.0,116.6,116.6,999.0,70.67,,,,,,59.1,⚫,9,0.0959,0.0959,10.43,9.43/1,0.1111111111111111,-0.015,,9.7,C,2.99,Low
PERRON,3,3,3,0,0,0,0,0,-999,0,0,0,0,0,-999,2,0,0,0,0,-100,75,70,72,3.8,3.9,3.8,4.3,10,52,78,78,72,69,5,0,9,0,14,14,70.0,75.0,70.2,96.6,80.0,40.2,68.7,63.9,49.1,68.7,60.4,65.7,120.0,80.0,72.0,63.5,23.4,147,18,18,23,24,0,4,3,25,1,3,3,36,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,12,12,16,40,-31,584343,3975,24,0,17,13,30,-100,44465,1853,25,4,12,12,28,-93,17354,694,36,3,17,11,31,-25,51620,1434,6,0,0,17,17,-100,1128,1.0,1,0,0,0,0,-100,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,0,1:58.8,MR,1/2,7,,1:57.2,YR,1/2,6,,1:54.0,MEA,5/8,3,,,,,0,,20230803,,50.0,"Di Domenico,Scott",0,1,0,1,0,2,0,4,L,,H,12/1,,White,7,g,br,71.8,"S Stewart,KY;Paul Kelley Rcg Stb,FL;etc.",KY,"Jody L Riedel,Port Jervis,NY",,0,4,6,5,7,,10,584343,5,504,7S1506,118.8,117.2,114.0,999.0,69.87,,,,,,59.8,⚫,8,0.097,0.097,10.31,9.31/1,0.07692307692307693,0.02,,9.0,C,2.99,Low
BRUHA,4,4,3,34,9,15,6,30,-49,1,0,0,0,0,-100,11,18,9,18,45,-30,71,71,74,3.0,2.6,3.0,4.3,10,83,72,62,67,71,5,6,2,8,0,0,71.0,71.0,71.2,84.6,80.0,40.2,70.2,40.2,49.1,61.6,48.1,37.7,0.0,75.9,67.0,74.2,81.3,16,2,2,2,0,0,0,0,13,2,2,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,13,13,13,38,-52,26835,1677,0,0,0,0,0,-999,0,0,13,15,15,15,46,-41,24115,1855,3,0,0,0,0,-100,2720,907,6,33,0,0,33,27,14110,1.4,2,0,0,0,0,-100,510,255,0,0,0,0,0,-999,0,0,2,0,0,0,0,-100,510,255,0,0,0,0,0,-999,0,0,2,0,0,0,0,-100,510,1:56.2,PCD,5/8,3,,2:02.2,PCD,5/8,2,Q,1:56.2,PCD,5/8,3,,1:58.0,M,1.0,3,Q,0,,0.0,,0,0,0,0,0,0,0,2,L,,H-,3/1,,Green,3,g,b,68.0,"Arden Homestead Stable,NY",PA,"Cote J Keim,Cream Ridge,NJ;Michelle T Rickey,New Egypt,NJ",,0,9,3,10,3,,76,26835,5,13510,9X6639,116.2,122.2,116.2,118.0,71.04,,,,,,60.4,🔴,5,0.098,0.098,10.2,9.2/1,0.25,-0.152,,8.4,C,2.99,Low
HUNTERS GAL,5,5,3,81,16,9,11,36,146,23,9,13,13,35,258,39,8,15,13,36,122,75,70,72,5.8,6.0,6.3,3.8,10,72,76,67,67,70,5,0,3,1,1,7,70.0,75.0,68.0,78.8,80.0,69.2,70.2,85.7,73.0,73.0,58.2,120.0,120.0,80.0,67.0,68.7,120.0,179,24,34,29,29,3,10,4,38,3,6,4,46,8,6,6,26,2,2,2,3,0,0,0,19,2,2,1,7,0,0,1,179,13,19,16,49,4,196252,1096,29,10,34,14,58,-65,40398,1393,38,8,16,11,34,127,42485,1118,46,17,13,13,43,-8,40750,886,6,17,0,0,17,1123,5845,1.1,26,8,8,8,24,217,21785,838,3,0,0,0,0,-100,1455,485,19,11,11,5,27,333,17885,941,7,0,0,14,14,-100,3900,557,6,17,0,0,17,1123,5845,1:56.4,M,1,7,,1:59.6,MR,1/2,6,,1:56.4,M,1,7,,1:56.4,M,1.0,7,,20240415,,7.2,"Green,Arthur",0,1,0,1,0,4,0,0,L,,H,9/2,,Black,7,m,b,71.0,"Kermit P Allen,ME",ME,"Mary T Cuerbo,Maple Shade,NJ",,0,6,6,5,5,H,7,196252,5,5590,3S9532,116.4,119.6,116.4,116.4,70.48,,,,,,68.8,🔴,1,0.1116,0.1116,8.96,8/1,0.18181818181818182,-0.07,,0.0,A,2.99,Low
CUSTOM FIT,6,6,3,0,0,0,0,0,-999,0,0,0,0,0,-999,0,0,0,0,0,-999,73,71,75,3.1,3.2,3.5,4.4,10,85,69,65,66,71,5,0,3,2,2,6,71.0,73.0,70.8,85.2,80.0,40.2,63.5,78.7,49.1,71.6,75.7,45.8,20.3,80.0,66.0,73.0,90.6,56,5,6,8,3,0,1,0,27,1,3,4,26,4,3,4,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,56,9,11,14,34,-65,98054,1751,3,0,33,0,33,-100,2990,997,27,4,11,15,30,-70,21484,796,26,15,12,15,42,-55,75070,2887,6,0,0,17,17,-100,2320,1.3,5,0,0,0,0,-100,3775,755,0,0,0,0,0,-999,0,0,1,0,0,0,0,-100,525,525,2,0,0,0,0,-100,1750,875,5,0,0,0,0,-100,3775,1:55.6,PRC,5/8,4,,1:56.2,PHL,5/8,3,,1:55.6,PRC,5/8,4,,1:59.4,M,1.0,2,Q,0,,0.0,,0,0,0,0,0,8,0,0,L,,,8/1,,Yellow,4,g,b,71.7,"Frederick W Hertrich III,DE",MD,"V A Ali Jr,Old Bridge,NJ;W J Mackenzie,Cranbury,NJ;D B Witkowski,Bridgewater,NJ",,0,5,3,9,3,S,16,98054,5,2320,8WA674,115.6,116.2,115.6,119.4,70.22,,,,,,62.9,🔴,3,0.1021,0.1021,9.79,8.79/1,0.1111111111111111,-0.009,,5.9,B,2.99,Low
VANGUARD,7,7,3,13,8,0,8,16,-74,9,0,0,11,11,-100,32,3,3,9,15,-2,77,73,77,4.6,4.5,4.8,5.7,10,69,81,83,63,73,5,0,5,5,6,6,73.0,77.0,69.4,83.3,80.0,40.2,55.0,40.2,59.4,67.1,51.5,74.8,44.6,80.0,63.0,59.5,60.4,55,3,4,8,8,0,0,1,32,1,1,3,15,0,2,3,9,1,0,0,2,0,0,0,9,1,0,0,0,0,0,0,55,5,7,15,27,-36,83816,1524,8,0,0,13,13,-100,4610,576,32,3,3,9,16,-2,25150,786,15,0,13,20,33,-100,34722,2315,6,0,0,17,17,-100,2535,1.7,9,11,0,0,11,247,8090,899,2,0,0,0,0,-100,990,495,9,11,0,0,11,247,8090,899,0,0,0,0,0,-999,0,0,6,17,0,0,17,420,6695,1:55.0,M,1,4,,,,,0,,1:55.0,M,1,4,,1:55.0,M,1.0,4,,0,,0.0,,0,0,0,0,0,4,0,0,L,,,8/1,,Pink,4,g,b,68.4,"Rene M Allard,PA",PA,"Klis Brothers Stable,E Northport,NY",,0,8,2,2,2,D,10,83816,5,2535,6W4813,115.0,999.0,115.0,115.0,72.08,,,,,,60.4,🔴,5,0.098,0.098,10.2,9.2/1,0.1111111111111111,-0.013,,8.4,C,2.99,Low
DROP THE MIC,8,8,3,28,7,4,11,22,-78,3,0,33,0,33,-100,30,10,13,7,30,80,76,66,71,8.6,8.2,7.3,6.7,10,60,78,70,57,65,5,13,4,1,1,10,66.0,76.0,66.0,80.3,80.0,78.7,68.7,84.0,69.4,63.5,70.8,75.7,29.8,71.3,57.0,55.0,38.9,102,12,14,6,12,1,4,0,30,3,4,2,34,2,5,1,12,2,2,2,1,1,0,0,11,2,2,2,1,0,0,0,102,12,14,6,31,-22,124843,1224,12,8,33,0,41,-44,16408,1367,30,10,13,7,30,80,32758,1092,34,6,15,3,24,-84,21080,620,6,0,17,0,17,-100,2510,1.1,12,17,17,17,51,-20,19116,1593,1,100,0,0,100,560,5513,5513,11,18,18,18,54,-13,18846,1713,1,0,0,0,0,-100,270,270,6,33,0,0,33,58,12242,1:55.6,M,1,7,,1:59.8,FHLD,1/2,6,,1:55.6,M,1,7,,1:55.6,M,1.0,7,,0,,0.0,,0,0,0,0,0,5,1,3,L,,H,10/1,,Gray,7,g,b,70.7,"Bridget T Mcneese,KY",KY,"Robert J Arzano,Colonia,NJ",,0,7,9,4,9,H,7,124843,5,1825,2S1218,115.6,119.8,115.6,115.6,69.14,,,,,,60.0,🔴,7,0.0974,0.0974,10.27,9.27/1,0.09090909090909091,0.006,,8.8,C,2.99,Low
IM THE MUSCLE,9,9,3,7,29,0,0,29,149,2,50,0,0,50,165,16,13,19,0,32,-58,75,66,69,8.8,8.0,8.8,7.0,10,66,80,64,54,65,5,0,10,0,12,18,66.0,75.0,65.5,90.8,80.0,88.6,80.0,84.0,65.7,68.7,82.1,76.7,120.0,80.0,54.0,67.1,65.7,219,48,27,19,24,8,2,3,12,1,0,0,32,4,6,2,7,1,0,0,0,0,0,0,5,1,0,0,1,0,0,0,219,22,12,9,43,1,575749,2629,24,33,8,13,54,221,87543,3648,12,8,0,0,8,-55,6745,562,32,13,19,6,38,-45,31798,994,6,17,0,0,17,-11,4705,1.1,7,14,0,0,14,-23,5690,813,0,0,0,0,0,-999,0,0,5,20,0,0,20,6,5290,1058,1,0,0,0,0,-100,400,400,6,17,0,0,17,-11,5690,1:57.4,M,1,10,,1:56.2,PHL,5/8,9,,1:53.2,WBSB,7/8,5,,1:57.4,M,1.0,10,,20230906,,50.0,"Stafford,Paul",0,1,1,1,1,5,0,4,L,,,8/1,,Purple,10,g,b,74.3,"Blair C Corbeil & Erna R Corbeil,AB, CA",NY,"Veronica M Spicer,Manalapan,NJ",,0,1,9,5,9,H,7,575750,5,4705,6N8641,117.4,116.2,113.2,117.4,66.32,,,,,,62.7,🔴,4,0.1017,0.1017,9.83,8.83/1,0.1111111111111111,-0.009,,6.1,B,2.99,Low
REAL MCCOY,10,10,3,2,0,0,0,0,-100,2,0,0,0,0,-100,25,8,4,0,12,-40,75,69,71,9.9,9.7,9.7,9.0,10,67,71,81,56,68,5,0,2,0,4,4,69.0,75.0,64.3,76.0,80.0,40.2,65.4,65.0,65.7,61.6,59.3,58.2,4.7,80.0,56.0,59.5,42.3,165,16,16,13,32,3,3,4,20,1,1,0,39,4,3,4,16,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,165,10,10,8,27,-37,147195,892,32,9,9,13,31,-31,34048,1064,20,5,5,0,10,-55,8845,442,39,10,8,10,28,-30,21254,545,6,0,0,0,0,-100,1040,0.7,16,0,0,0,0,-100,5930,371,1,0,0,0,0,-100,270,270,10,0,0,0,0,-100,2770,277,0,0,0,0,0,-999,0,0,6,0,0,0,0,-100,1560,1:56.2,RCR,5/8,8,,1:57.6,NFLD,1/2,7,,1:56.2,RCR,5/8,8,,,,,0,,20240906,,5.0,"Llopez,Ivan",1,1,0,1,1,6,0,5,L,,,20/1,,Blue-Red,8,g,b,67.2,"D W Wade,PA;G W Brittingham,VA;W F Peel III,MD",PA,"John J Urbanski,Allentown,NJ",,0,10,8,5,8,,6,147195,5,785,0R0522,116.2,117.6,116.2,999.0,67.99,,,,,,58.0,⚫,10,0.0941,0.0941,10.63,9.63/1,0.047619047619047616,0.046,VALUE,10.8,C,2.99,Low
CATNAP,1,1,4,139,9,18,12,39,-27,25,8,8,20,36,-60,31,10,6,16,32,-23,77,74,80,3.5,3.9,4.6,4.8,10,75,78,73,71,74,5,0,2,3,2,2,74.0,77.0,72.1,72.7,80.0,62.7,59.5,40.2,61.8,63.5,81.2,75.7,120.0,80.5,71.0,65.4,62.6,59,4,6,7,5,0,0,2,26,2,2,4,22,1,1,2,24,2,1,4,3,0,0,1,18,2,1,4,6,0,0,0,59,7,10,12,29,-56,40920,694,5,0,0,40,40,-100,2541,508,26,8,8,15,31,-13,19957,768,22,5,5,9,18,-94,11513,523,6,0,17,0,17,-100,2735,1.0,24,8,4,17,29,-6,18764,782,3,0,0,33,33,-100,1665,555,18,11,6,22,39,24,16987,944,6,0,0,0,0,-100,1777,296,6,17,17,17,51,130,7864,1:52.8,M,1,4,,1:59.8,FHLD,1/2,3,,1:52.8,M,1,4,,1:52.8,M,1.0,4,,0,,0.0,,0,0,0,0,1,4,0,4,L,,,10/1,,Red,4,m,b,71.3,"Eugene W Landy,NJ",NJ,"Eugene W Landy,Rumson,NJ",,0,8,5,4,4,,6,40920,5,1785,1W5712,112.8,119.8,112.8,112.8,74.24,,,,,,63.1,🔴,6,0.0994,0.0994,10.06,9.06/1,0.09090909090909091,0.008,,4.7,B,2.79,Low
MS FRANCES ASSISI,2,2,4,0,0,0,0,0,-999,0,0,0,0,0,-999,20,20,20,10,50,40,74,73,76,2.8,3.0,2.6,3.0,9,79,68,71,72,72,5,0,7,3,8,10,73.0,74.0,73.3,86.8,80.0,40.2,78.4,88.6,44.5,71.6,88.9,45.8,105.9,80.5,72.0,74.2,81.3,20,4,4,2,4,1,1,1,20,4,4,2,0,0,0,0,9,3,4,1,1,0,1,0,9,3,4,1,0,0,0,0,20,20,20,10,50,40,39280,1964,4,25,25,25,75,203,15160,3790,20,20,20,10,50,40,39280,1964,0,0,0,0,0,-999,0,0,6,17,17,0,34,-57,10130,1.7,9,33,44,11,88,94,19930,2214,1,0,100,0,100,-100,1760,1760,9,33,44,11,88,94,19930,2214,0,0,0,0,0,-999,0,0,6,33,50,17,100,-19,14115,1:52.6,M,1,3,,,,,0,,1:52.6,M,1,3,,1:52.6,M,1.0,3,,0,,0.0,,0,0,0,0,1,5,0,0,L,,,4/1,,Blue,3,f,b,75.1,"The Ok Corral,IL;Dr Andrew M. Roberts,KY",NY,"Cote J Keim,Cream Ridge,NJ;Craig S Miller,Clarkston,MI",,0,2,6,8,7,,83,39280,5,8530,0X4310,112.6,999.0,112.6,112.6,73.05,,,,,,64.7,🔴,4,0.1019,0.1019,9.81,8.81/1,0.2,-0.098,,3.1,B,2.79,Low
SUNBURNT,3,3,4,12,17,8,8,33,-24,2,50,0,0,50,200,41,7,5,7,19,48,78,72,78,4.1,4.1,4.4,4.2,10,62,74,76,77,72,5,0,3,0,0,9,72.0,78.0,71.9,85.8,80.0,88.6,73.0,95.2,74.4,68.7,60.4,65.7,120.0,80.5,77.0,70.2,69.9,97,15,12,12,14,5,5,0,37,2,2,3,23,5,4,1,14,1,1,3,1,0,0,0,11,1,1,3,3,0,0,0,97,15,12,12,40,-6,177230,1827,14,36,36,0,72,334,49330,3524,37,5,5,8,19,51,33558,907,23,22,17,4,43,-47,53615,2331,6,17,0,17,34,0,6880,1.5,14,7,7,21,35,-56,11798,843,1,0,0,0,0,-100,270,270,11,9,9,27,45,-44,10398,945,3,0,0,0,0,-100,1400,467,6,17,17,33,67,0,8005,1:54.4,YR,1/2,5,,1:54.2,NFLD,1/2,4,,1:52.2,WBSB,7/8,3,,1:55.0,M,1.0,5,,0,,0.0,,0,0,0,0,0,4,0,0,L,,,5/1,,White,5,m,br,74.3,"Vieux Carre Farms LLC,PA",PA,"William E Emmons,Farmingdale,NJ",,0,3,9,2,7,H,7,177229,5,6130,6VM616,114.4,114.2,112.2,115.0,70.44,,,,,,67.8,🔴,1,0.1068,0.1068,9.36,8.36/1,0.16666666666666666,-0.06,,0.0,A,2.79,Low
MIZ CAPTAIN CRUZE,4,4,4,13,15,38,0,53,-30,0,0,0,0,0,-999,0,0,0,0,0,-999,65,72,79,5.3,4.6,3.4,2.1,10,63,73,72,77,71,5,20,12,6,19,13,72.0,65.0,71.6,85.6,80.0,40.2,88.8,40.2,57.7,68.7,48.1,76.7,42.3,40.1,77.0,59.5,60.4,16,8,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,0,50,-5,28990,1812,0,0,0,0,0,-999,0,0,16,50,0,0,50,-5,28990,1812,0,0,0,0,0,-999,0,0,6,67,0,0,67,37,15600,0.8,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,-999,0,1:53.0,HOP,7/8,3,,,,,0,,1:53.0,HOP,7/8,3,,,,,0,,0,,0.0,,0,0,0,0,1,4,0,0,,,,7/2,,Green,3,f,b,71.7,"Roman Stoll,IN",IN,"Bill Reepmeyer LLC,Meredith,NH",,0,6,9,10,10,U,22,28990,5,15600,7XH571,113.0,999.0,113.0,999.0,72.53,,,,,,60.1,🔴,9,0.0947,0.0947,10.56,9.56/1,0.2222222222222222,-0.128,,7.7,B,2.79,Low
THE FUTURE IS HERE,5,5,4,8,0,13,13,26,-100,2,0,0,50,50,-100,5,20,0,20,40,-5,77,73,76,5.2,5.2,5.0,4.7,10,80,78,75,58,72,5,0,6,3,5,12,73.0,77.0,70.9,82.5,80.0,40.2,78.4,78.7,59.4,59.5,58.2,87.3,67.8,80.5,58.0,55.0,46.9,56,11,6,6,6,2,0,1,35,5,4,3,14,5,1,2,5,1,0,1,0,0,0,0,5,1,0,1,0,0,0,0,56,20,11,11,41,-14,80739,1442,6,33,0,17,50,-57,11767,1961,35,14,11,9,34,-13,41389,1183,14,36,7,14,57,15,30650,2189,6,17,0,17,34,-21,6045,0.9,5,20,0,20,40,-5,5645,1129,0,0,0,0,0,-999,0,0,5,20,0,20,40,-5,5645,1129,0,0,0,0,0,-999,0,0,5,20,0,20,40,-5,5645,1:53.2,PHL,5/8,4,,1:52.0,DTN,5/8,3,,1:52.0,DTN,5/8,3,,1:53.2,M,1.0,4,,0,,0.0,,0,0,0,0,2,4,0,4,L,,,10/1,,Black,4,m,b,69.9,"George Teague Jr Inc & K& R Racing LLC,DE",DE,"Denmar Stable Of Fla,Ft Myers,FL",,0,10,6,4,7,S,13,80739,5,5645,1W0515,113.2,112.0,112.0,113.2,73.55,,,,,,61.6,🔴,8,0.097,0.097,10.31,9.31/1,0.09090909090909091,0.006,,6.2,B,2.79,Low
HOLD MY TIARA,6,6,4,7,14,29,14,57,67,3,33,0,0,33,290,31,16,19,10,45,1,73,73,76,5.8,5.6,5.0,3.2,10,73,76,78,66,73,5,0,13,3,15,21,73.0,73.0,70.6,75.1,80.0,78.7,74.2,82.8,73.0,61.6,75.7,37.7,48.1,80.5,66.0,61.6,120.0,122,19,17,14,18,4,3,3,26,5,5,2,41,6,3,2,32,5,6,2,4,0,2,1,26,5,5,2,5,0,1,0,122,16,14,11,41,11,101792,834,18,22,17,17,56,-7,17050,947,26,19,19,8,46,20,34000,1308,41,15,7,5,27,60,22568,550,6,33,0,0,33,183,9235,0.9,32,16,19,6,41,-1,37518,1172,4,0,50,25,75,-100,4240,1060,26,19,19,8,46,20,34000,1308,5,0,20,0,20,-100,3518,704,6,33,0,0,33,183,9235,1:53.0,M,1,6,,1:57.2,FHLD,1/2,5,,1:53.0,M,1,6,,1:53.0,M,1.0,6,,0,,0.0,,0,0,0,0,0,2,1,4,L,,,10/1,,Yellow,6,m,b,72.3,"Judy A Magie,NJ",NJ,"Judy A Magie,Chesterfield,NJ",,0,5,6,9,6,,6,101792,5,8640,3T4615,113.0,117.2,113.0,113.0,73.99,,,,,,66.2,🔴,3,0.1043,0.1043,9.59,8.59/1,0.09090909090909091,0.013,,1.6,A,2.79,Low
